year,month,county,property_sum,violent_sum,unemp. rate,property_sum_lag9,violent_sum_lag9,unemp. rate_lag9
2011,november,alameda county,102,3,9.3%,29,3,9.3%
2011,november,alameda county,1801,548,9.3%,427,33,9.3%
2011,november,alameda county,18,0,9.3%,7,0,9.3%
2011,november,alameda county,114,7,9.3%,9,0,9.3%
2011,november,alameda county,263,38,9.3%,49,2,9.3%
2011,november,alameda county,87,3,9.3%,106,16,9.3%
2011,november,alameda county,145,15,9.3%,333,26,9.3%
2011,november,alameda county,17,1,9.3%,318,43,9.3%
2011,december,alameda county,151,17,9.1%,172,16,9.3%
2011,december,alameda county,122,14,9.1%,102,3,9.3%
2011,december,alameda county,177,38,9.1%,1801,548,9.3%
2011,december,alameda county,3,0,9.1%,18,0,9.3%
2011,december,alameda county,14,0,9.1%,114,7,9.3%
2011,december,alameda county,54,5,9.1%,263,38,9.3%
2011,december,alameda county,377,45,9.1%,87,3,9.3%
2011,december,alameda county,21,0,9.1%,145,15,9.3%
2011,december,alameda county,3,0,9.1%,17,1,9.3%
2011,december,alameda county,51,9,9.1%,151,17,9.1%
2011,december,alameda county,129,8,9.1%,122,14,9.1%
2011,december,alameda county,372,25,9.1%,177,38,9.1%
2011,december,alameda county,357,45,9.1%,3,0,9.1%
2011,december,alameda county,160,16,9.1%,14,0,9.1%
2011,december,alameda county,139,8,9.1%,54,5,9.1%
2011,december,alameda county,2056,557,9.1%,377,45,9.1%
2011,december,alameda county,28,1,9.1%,21,0,9.1%
2011,december,alameda county,120,6,9.1%,3,0,9.1%
2011,december,alameda county,271,32,9.1%,51,9,9.1%
2011,december,alameda county,68,2,9.1%,129,8,9.1%
2011,december,alameda county,153,14,9.1%,372,25,9.1%
2011,december,alameda county,5,2,9.1%,357,45,9.1%
2012,january,alameda county,145,14,9.4%,160,16,9.1%
2012,january,alameda county,135,16,9.4%,139,8,9.1%
2012,january,alameda county,227,52,9.4%,2056,557,9.1%
2012,january,alameda county,0,0,9.4%,28,1,9.1%
2012,january,alameda county,14,1,9.4%,120,6,9.1%
2012,january,alameda county,62,0,9.4%,271,32,9.1%
2012,january,alameda county,453,41,9.4%,68,2,9.1%
2012,january,alameda county,16,0,9.4%,153,14,9.1%
2012,january,alameda county,5,0,9.4%,5,2,9.1%
2012,january,alameda county,55,6,9.4%,145,14,9.4%
2012,january,alameda county,115,19,9.4%,135,16,9.4%
2012,january,alameda county,435,25,9.4%,227,52,9.4%
2012,january,alameda county,449,53,9.4%,0,0,9.4%
2012,january,alameda county,142,23,9.4%,14,1,9.4%
2012,january,alameda county,114,13,9.4%,62,0,9.4%
2012,january,alameda county,2194,622,9.4%,453,41,9.4%
2012,january,alameda county,39,0,9.4%,16,0,9.4%
2012,january,alameda county,77,2,9.4%,5,0,9.4%
2012,january,alameda county,285,34,9.4%,55,6,9.4%
2012,january,alameda county,80,4,9.4%,115,19,9.4%
2012,january,alameda county,191,20,9.4%,435,25,9.4%
2012,january,alameda county,11,1,9.4%,449,53,9.4%
2012,february,alameda county,133,11,9.3%,142,23,9.4%
2012,february,alameda county,124,16,9.3%,114,13,9.4%
2012,february,alameda county,178,36,9.3%,2194,622,9.4%
2012,february,alameda county,0,0,9.3%,39,0,9.4%
2012,february,alameda county,14,0,9.3%,77,2,9.4%
2012,february,alameda county,37,3,9.3%,285,34,9.4%
2012,february,alameda county,439,42,9.3%,80,4,9.4%
2012,february,alameda county,15,0,9.3%,191,20,9.4%
2012,february,alameda county,14,0,9.3%,11,1,9.4%
2012,february,alameda county,46,4,9.3%,133,11,9.3%
2012,february,alameda county,102,15,9.3%,124,16,9.3%
2012,february,alameda county,353,22,9.3%,178,36,9.3%
2012,february,alameda county,324,42,9.3%,0,0,9.3%
2012,february,alameda county,119,19,9.3%,14,0,9.3%
2012,february,alameda county,117,12,9.3%,37,3,9.3%
2012,february,alameda county,2111,543,9.3%,439,42,9.3%
2012,february,alameda county,20,0,9.3%,15,0,9.3%
2012,february,alameda county,108,4,9.3%,14,0,9.3%
2012,february,alameda county,278,30,9.3%,46,4,9.3%
2012,february,alameda county,98,2,9.3%,102,15,9.3%
2012,february,alameda county,157,14,9.3%,353,22,9.3%
2012,february,alameda county,11,0,9.3%,324,42,9.3%
2012,march,alameda county,139,10,9.2%,119,19,9.3%
2012,march,alameda county,89,9,9.2%,117,12,9.3%
2012,march,alameda county,201,42,9.2%,2111,543,9.3%
2012,march,alameda county,0,0,9.2%,20,0,9.3%
2012,march,alameda county,4,0,9.2%,108,4,9.3%
2012,march,alameda county,45,2,9.2%,278,30,9.3%
2012,march,alameda county,380,42,9.2%,98,2,9.3%
2012,march,alameda county,14,0,9.2%,157,14,9.3%
2012,march,alameda county,11,0,9.2%,11,0,9.3%
2012,march,alameda county,64,9,9.2%,139,10,9.2%
2012,march,alameda county,120,13,9.2%,89,9,9.2%
2012,march,alameda county,374,22,9.2%,201,42,9.2%
2012,march,alameda county,382,55,9.2%,0,0,9.2%
2012,march,alameda county,144,32,9.2%,4,0,9.2%
2012,march,alameda county,100,17,9.2%,45,2,9.2%
2012,march,alameda county,2026,598,9.2%,380,42,9.2%
2012,march,alameda county,14,0,9.2%,14,0,9.2%
2012,march,alameda county,124,0,9.2%,11,0,9.2%
2012,march,alameda county,276,40,9.2%,64,9,9.2%
2012,march,alameda county,84,1,9.2%,120,13,9.2%
2012,march,alameda county,133,16,9.2%,374,22,9.2%
2012,march,alameda county,6,0,9.2%,382,55,9.2%
2012,april,alameda county,146,15,8.5%,144,32,9.2%
2012,april,alameda county,103,18,8.5%,100,17,9.2%
2012,april,alameda county,224,54,8.5%,2026,598,9.2%
2012,april,alameda county,0,0,8.5%,14,0,9.2%
2012,april,alameda county,9,1,8.5%,124,0,9.2%
2012,april,alameda county,44,1,8.5%,276,40,9.2%
2012,april,alameda county,406,52,8.5%,84,1,9.2%
2012,april,alameda county,13,0,8.5%,133,16,9.2%
2012,april,alameda county,10,0,8.5%,6,0,9.2%
2012,april,alameda county,39,6,8.5%,146,15,8.5%
2012,april,alameda county,121,24,8.5%,103,18,8.5%
2012,april,alameda county,359,29,8.5%,224,54,8.5%
2012,april,alameda county,351,56,8.5%,0,0,8.5%
2012,april,alameda county,130,19,8.5%,9,1,8.5%
2012,april,alameda county,97,9,8.5%,44,1,8.5%
2012,april,alameda county,1986,645,8.5%,406,52,8.5%
2012,april,alameda county,30,1,8.5%,13,0,8.5%
2012,april,alameda county,111,6,8.5%,10,0,8.5%
2012,april,alameda county,265,32,8.5%,39,6,8.5%
2012,april,alameda county,89,3,8.5%,121,24,8.5%
2012,april,alameda county,117,17,8.5%,359,29,8.5%
2012,april,alameda county,11,3,8.5%,351,56,8.5%
2012,may,alameda county,137,13,8.6%,130,19,8.5%
2012,may,alameda county,146,10,8.6%,97,9,8.5%
2012,may,alameda county,220,54,8.6%,1986,645,8.5%
2012,may,alameda county,0,0,8.6%,30,1,8.5%
2012,may,alameda county,10,2,8.6%,111,6,8.5%
2012,may,alameda county,36,5,8.6%,265,32,8.5%
2012,may,alameda county,518,40,8.6%,89,3,8.5%
2012,may,alameda county,24,0,8.6%,117,17,8.5%
2012,may,alameda county,11,0,8.6%,11,3,8.5%
2012,may,alameda county,43,8,8.6%,137,13,8.6%
2012,may,alameda county,152,17,8.6%,146,10,8.6%
2012,may,alameda county,310,24,8.6%,220,54,8.6%
2012,may,alameda county,421,61,8.6%,0,0,8.6%
2012,may,alameda county,158,31,8.6%,10,2,8.6%
2012,may,alameda county,101,21,8.6%,36,5,8.6%
2012,may,alameda county,2051,646,8.6%,518,40,8.6%
2012,may,alameda county,30,2,8.6%,24,0,8.6%
2012,may,alameda county,99,9,8.6%,11,0,8.6%
2012,may,alameda county,278,41,8.6%,43,8,8.6%
2012,may,alameda county,91,5,8.6%,152,17,8.6%
2012,may,alameda county,157,27,8.6%,310,24,8.6%
2012,may,alameda county,19,0,8.6%,421,61,8.6%
2012,june,alameda county,155,23,9.1%,158,31,8.6%
2012,june,alameda county,134,9,9.1%,101,21,8.6%
2012,june,alameda county,245,59,9.1%,2051,646,8.6%
2012,june,alameda county,0,0,9.1%,30,2,8.6%
2012,june,alameda county,7,0,9.1%,99,9,8.6%
2012,june,alameda county,37,3,9.1%,278,41,8.6%
2012,june,alameda county,461,42,9.1%,91,5,8.6%
2012,june,alameda county,20,1,9.1%,157,27,8.6%
2012,june,alameda county,5,0,9.1%,19,0,8.6%
2012,june,alameda county,62,7,9.1%,155,23,9.1%
2012,june,alameda county,167,23,9.1%,134,9,9.1%
2012,june,alameda county,373,28,9.1%,245,59,9.1%
2012,june,alameda county,408,54,9.1%,0,0,9.1%
2012,june,alameda county,154,20,9.1%,7,0,9.1%
2012,june,alameda county,107,18,9.1%,37,3,9.1%
2012,june,alameda county,2117,648,9.1%,461,42,9.1%
2012,june,alameda county,22,0,9.1%,20,1,9.1%
2012,june,alameda county,112,1,9.1%,5,0,9.1%
2012,june,alameda county,329,36,9.1%,62,7,9.1%
2012,june,alameda county,81,2,9.1%,167,23,9.1%
2012,june,alameda county,147,22,9.1%,373,28,9.1%
2012,june,alameda county,31,0,9.1%,408,54,9.1%
2012,july,alameda county,174,13,9.3%,154,20,9.1%
2012,july,alameda county,181,22,9.3%,107,18,9.1%
2012,july,alameda county,239,47,9.3%,2117,648,9.1%
2012,july,alameda county,0,0,9.3%,22,0,9.1%
2012,july,alameda county,16,1,9.3%,112,1,9.1%
2012,july,alameda county,41,2,9.3%,329,36,9.1%
2012,july,alameda county,508,47,9.3%,81,2,9.1%
2012,july,alameda county,21,1,9.3%,147,22,9.1%
2012,july,alameda county,9,0,9.3%,31,0,9.1%
2012,july,alameda county,60,8,9.3%,174,13,9.3%
2012,july,alameda county,174,19,9.3%,181,22,9.3%
2012,july,alameda county,390,28,9.3%,239,47,9.3%
2012,july,alameda county,455,47,9.3%,0,0,9.3%
2012,july,alameda county,171,26,9.3%,16,1,9.3%
2012,july,alameda county,116,21,9.3%,41,2,9.3%
2012,july,alameda county,2189,655,9.3%,508,47,9.3%
2012,july,alameda county,29,1,9.3%,21,1,9.3%
2012,july,alameda county,107,1,9.3%,9,0,9.3%
2012,july,alameda county,323,34,9.3%,60,8,9.3%
2012,july,alameda county,78,4,9.3%,174,19,9.3%
2012,july,alameda county,183,20,9.3%,390,28,9.3%
2012,july,alameda county,19,0,9.3%,455,47,9.3%
2012,august,alameda county,147,11,9.0%,171,26,9.3%
2012,august,alameda county,165,20,9.0%,116,21,9.3%
2012,august,alameda county,214,68,9.0%,2189,655,9.3%
2012,august,alameda county,0,0,9.0%,29,1,9.3%
2012,august,alameda county,16,1,9.0%,107,1,9.3%
2012,august,alameda county,47,4,9.0%,323,34,9.3%
2012,august,alameda county,490,42,9.0%,78,4,9.3%
2012,august,alameda county,18,0,9.0%,183,20,9.3%
2012,august,alameda county,4,1,9.0%,19,0,9.3%
2012,august,alameda county,67,9,9.0%,147,11,9.0%
2012,august,alameda county,156,9,9.0%,165,20,9.0%
2012,august,alameda county,383,32,9.0%,214,68,9.0%
2012,august,alameda county,403,54,9.0%,0,0,9.0%
2012,august,alameda county,144,25,9.0%,16,1,9.0%
2012,august,alameda county,105,7,9.0%,47,4,9.0%
2012,august,alameda county,2340,725,9.0%,490,42,9.0%
2012,august,alameda county,29,2,9.0%,18,0,9.0%
2012,august,alameda county,113,3,9.0%,4,1,9.0%
2012,august,alameda county,314,43,9.0%,67,9,9.0%
2012,august,alameda county,106,2,9.0%,156,9,9.0%
2012,august,alameda county,153,24,9.0%,383,32,9.0%
2012,august,alameda county,51,0,9.0%,403,54,9.0%
2012,september,alameda county,179,17,8.3%,144,25,9.0%
2012,september,alameda county,147,13,8.3%,105,7,9.0%
2012,september,alameda county,237,67,8.3%,2340,725,9.0%
2012,september,alameda county,1,0,8.3%,29,2,9.0%
2012,september,alameda county,15,0,8.3%,113,3,9.0%
2012,september,alameda county,42,3,8.3%,314,43,9.0%
2012,september,alameda county,474,40,8.3%,106,2,9.0%
2012,september,alameda county,16,0,8.3%,153,24,9.0%
2012,september,alameda county,8,0,8.3%,51,0,9.0%
2012,september,alameda county,72,8,8.3%,179,17,8.3%
2012,september,alameda county,146,13,8.3%,147,13,8.3%
2012,september,alameda county,322,24,8.3%,237,67,8.3%
2012,september,alameda county,391,62,8.3%,1,0,8.3%
2012,september,alameda county,152,31,8.3%,15,0,8.3%
2012,september,alameda county,108,17,8.3%,42,3,8.3%
2012,september,alameda county,2269,721,8.3%,474,40,8.3%
2012,september,alameda county,22,2,8.3%,16,0,8.3%
2012,september,alameda county,98,5,8.3%,8,0,8.3%
2012,september,alameda county,291,36,8.3%,72,8,8.3%
2012,september,alameda county,140,4,8.3%,146,13,8.3%
2012,september,alameda county,131,22,8.3%,322,24,8.3%
2012,september,alameda county,7,0,8.3%,391,62,8.3%
2012,october,alameda county,178,10,8.2%,152,31,8.3%
2012,october,alameda county,145,12,8.2%,108,17,8.3%
2012,october,alameda county,203,65,8.2%,2269,721,8.3%
2012,october,alameda county,0,0,8.2%,22,2,8.3%
2012,october,alameda county,9,0,8.2%,98,5,8.3%
2012,october,alameda county,47,3,8.2%,291,36,8.3%
2012,october,alameda county,497,30,8.2%,140,4,8.3%
2012,october,alameda county,16,0,8.2%,131,22,8.3%
2012,october,alameda county,13,1,8.2%,7,0,8.3%
2012,october,alameda county,82,5,8.2%,178,10,8.2%
2012,october,alameda county,163,2,8.2%,145,12,8.2%
2012,october,alameda county,386,25,8.2%,203,65,8.2%
2012,october,alameda county,383,41,8.2%,0,0,8.2%
2012,october,alameda county,135,28,8.2%,9,0,8.2%
2012,october,alameda county,141,12,8.2%,47,3,8.2%
2012,october,alameda county,2474,703,8.2%,497,30,8.2%
2012,october,alameda county,34,0,8.2%,16,0,8.2%
2012,october,alameda county,119,6,8.2%,13,1,8.2%
2012,october,alameda county,330,44,8.2%,82,5,8.2%
2012,october,alameda county,143,3,8.2%,163,2,8.2%
2012,october,alameda county,156,19,8.2%,386,25,8.2%
2012,october,alameda county,10,0,8.2%,383,41,8.2%
2012,november,alameda county,185,9,7.9%,135,28,8.2%
2012,november,alameda county,105,10,7.9%,141,12,8.2%
2012,november,alameda county,246,53,7.9%,2474,703,8.2%
2012,november,alameda county,2,0,7.9%,34,0,8.2%
2012,november,alameda county,9,0,7.9%,119,6,8.2%
2012,november,alameda county,54,2,7.9%,330,44,8.2%
2012,november,alameda county,529,33,7.9%,143,3,8.2%
2012,november,alameda county,18,0,7.9%,156,19,8.2%
2012,november,alameda county,10,2,7.9%,10,0,8.2%
2012,november,alameda county,78,9,7.9%,185,9,7.9%
2012,november,alameda county,145,11,7.9%,105,10,7.9%
2012,november,alameda county,263,22,7.9%,246,53,7.9%
2012,november,alameda county,408,42,7.9%,2,0,7.9%
2012,november,alameda county,186,28,7.9%,9,0,7.9%
2012,november,alameda county,134,12,7.9%,54,2,7.9%
2012,november,alameda county,2256,773,7.9%,529,33,7.9%
2012,november,alameda county,35,4,7.9%,18,0,7.9%
2012,november,alameda county,115,6,7.9%,10,2,7.9%
2012,november,alameda county,290,40,7.9%,78,9,7.9%
2012,november,alameda county,79,2,7.9%,145,11,7.9%
2012,november,alameda county,147,14,7.9%,263,22,7.9%
2012,november,alameda county,7,0,7.9%,408,42,7.9%
2012,december,alameda county,174,14,7.8%,186,28,7.9%
2012,december,alameda county,103,17,7.8%,134,12,7.9%
2012,december,alameda county,228,54,7.8%,2256,773,7.9%
2012,december,alameda county,0,0,7.8%,35,4,7.9%
2012,december,alameda county,5,1,7.8%,115,6,7.9%
2012,december,alameda county,45,7,7.8%,290,40,7.9%
2012,december,alameda county,541,36,7.8%,79,2,7.9%
2012,december,alameda county,11,0,7.8%,147,14,7.9%
2012,december,alameda county,1,0,7.8%,7,0,7.9%
2012,december,alameda county,63,5,7.8%,174,14,7.8%
2012,december,alameda county,174,10,7.8%,103,17,7.8%
2012,december,alameda county,311,25,7.8%,228,54,7.8%
2012,december,alameda county,417,46,7.8%,0,0,7.8%
2012,december,alameda county,170,19,7.8%,5,1,7.8%
2012,december,alameda county,109,10,7.8%,45,7,7.8%
2012,december,alameda county,2329,683,7.8%,541,36,7.8%
2012,december,alameda county,29,1,7.8%,11,0,7.8%
2012,december,alameda county,96,6,7.8%,1,0,7.8%
2012,december,alameda county,326,27,7.8%,63,5,7.8%
2012,december,alameda county,60,1,7.8%,174,10,7.8%
2012,december,alameda county,136,20,7.8%,311,25,7.8%
2012,december,alameda county,2,0,7.8%,417,46,7.8%
2013,january,alameda county,165,15,8.4%,170,19,7.8%
2013,january,alameda county,146,15,8.4%,109,10,7.8%
2013,january,alameda county,237,48,8.4%,2329,683,7.8%
2013,january,alameda county,0,0,8.4%,29,1,7.8%
2013,january,alameda county,7,0,8.4%,96,6,7.8%
2013,january,alameda county,65,3,8.4%,326,27,7.8%
2013,january,alameda county,474,37,8.4%,60,1,7.8%
2013,january,alameda county,18,0,8.4%,136,20,7.8%
2013,january,alameda county,7,0,8.4%,2,0,7.8%
2013,january,alameda county,72,3,8.4%,165,15,8.4%
2013,january,alameda county,153,8,8.4%,146,15,8.4%
2013,january,alameda county,328,29,8.4%,237,48,8.4%
2013,january,alameda county,415,33,8.4%,0,0,8.4%
2013,january,alameda county,170,25,8.4%,7,0,8.4%
2013,january,alameda county,91,13,8.4%,65,3,8.4%
2013,january,alameda county,2530,675,8.4%,474,37,8.4%
2013,january,alameda county,48,6,8.4%,18,0,8.4%
2013,january,alameda county,126,5,8.4%,7,0,8.4%
2013,january,alameda county,376,31,8.4%,72,3,8.4%
2013,january,alameda county,71,0,8.4%,153,8,8.4%
2013,january,alameda county,123,17,8.4%,328,29,8.4%
2013,january,alameda county,8,0,8.4%,415,33,8.4%
2013,february,alameda county,133,14,7.9%,170,25,8.4%
2013,february,alameda county,109,13,7.9%,91,13,8.4%
2013,february,alameda county,219,54,7.9%,2530,675,8.4%
2013,february,alameda county,0,0,7.9%,48,6,8.4%
2013,february,alameda county,2,0,7.9%,126,5,8.4%
2013,february,alameda county,31,1,7.9%,376,31,8.4%
2013,february,alameda county,390,43,7.9%,71,0,8.4%
2013,february,alameda county,15,0,7.9%,123,17,8.4%
2013,february,alameda county,21,0,7.9%,8,0,8.4%
2013,february,alameda county,51,6,7.9%,133,14,7.9%
2013,february,alameda county,140,4,7.9%,109,13,7.9%
2013,february,alameda county,313,20,7.9%,219,54,7.9%
2013,february,alameda county,413,46,7.9%,0,0,7.9%
2013,february,alameda county,121,18,7.9%,2,0,7.9%
2013,february,alameda county,86,16,7.9%,31,1,7.9%
2013,february,alameda county,1819,564,7.9%,390,43,7.9%
2013,february,alameda county,16,0,7.9%,15,0,7.9%
2013,february,alameda county,110,4,7.9%,21,0,7.9%
2013,february,alameda county,308,27,7.9%,51,6,7.9%
2013,february,alameda county,109,3,7.9%,140,4,7.9%
2013,february,alameda county,121,17,7.9%,313,20,7.9%
2013,february,alameda county,10,0,7.9%,413,46,7.9%
2013,march,alameda county,131,13,7.6%,121,18,7.9%
2013,march,alameda county,117,7,7.6%,86,16,7.9%
2013,march,alameda county,185,65,7.6%,1819,564,7.9%
2013,march,alameda county,4,0,7.6%,16,0,7.9%
2013,march,alameda county,3,0,7.6%,110,4,7.9%
2013,march,alameda county,61,3,7.6%,308,27,7.9%
2013,march,alameda county,424,59,7.6%,109,3,7.9%
2013,march,alameda county,13,0,7.6%,121,17,7.9%
2013,march,alameda county,4,1,7.6%,10,0,7.9%
2013,march,alameda county,63,10,7.6%,131,13,7.6%
2013,march,alameda county,116,16,7.6%,117,7,7.6%
2013,march,alameda county,314,25,7.6%,185,65,7.6%
2013,march,alameda county,384,56,7.6%,4,0,7.6%
2013,march,alameda county,153,31,7.6%,3,0,7.6%
2013,march,alameda county,100,11,7.6%,61,3,7.6%
2013,march,alameda county,1854,670,7.6%,424,59,7.6%
2013,march,alameda county,28,0,7.6%,13,0,7.6%
2013,march,alameda county,115,3,7.6%,4,1,7.6%
2013,march,alameda county,318,37,7.6%,63,10,7.6%
2013,march,alameda county,77,2,7.6%,116,16,7.6%
2013,march,alameda county,139,18,7.6%,314,25,7.6%
2013,march,alameda county,7,0,7.6%,384,56,7.6%
2013,april,alameda county,126,7,7.0%,153,31,7.6%
2013,april,alameda county,143,13,7.0%,100,11,7.6%
2013,april,alameda county,224,42,7.0%,1854,670,7.6%
2013,april,alameda county,3,0,7.0%,28,0,7.6%
2013,april,alameda county,7,1,7.0%,115,3,7.6%
2013,april,alameda county,55,1,7.0%,318,37,7.6%
2013,april,alameda county,468,59,7.0%,77,2,7.6%
2013,april,alameda county,27,0,7.0%,139,18,7.6%
2013,april,alameda county,13,1,7.0%,7,0,7.6%
2013,april,alameda county,63,0,7.0%,126,7,7.0%
2013,april,alameda county,135,10,7.0%,143,13,7.0%
2013,april,alameda county,329,25,7.0%,224,42,7.0%
2013,april,alameda county,452,52,7.0%,3,0,7.0%
2013,april,alameda county,178,42,7.0%,7,1,7.0%
2013,april,alameda county,99,13,7.0%,55,1,7.0%
2013,april,alameda county,2034,651,7.0%,468,59,7.0%
2013,april,alameda county,25,1,7.0%,27,0,7.0%
2013,april,alameda county,106,10,7.0%,13,1,7.0%
2013,april,alameda county,335,46,7.0%,63,0,7.0%
2013,april,alameda county,102,6,7.0%,135,10,7.0%
2013,april,alameda county,147,21,7.0%,329,25,7.0%
2013,april,alameda county,10,0,7.0%,452,52,7.0%
2013,may,alameda county,173,18,7.0%,178,42,7.0%
2013,may,alameda county,131,18,7.0%,99,13,7.0%
2013,may,alameda county,258,43,7.0%,2034,651,7.0%
2013,may,alameda county,2,0,7.0%,25,1,7.0%
2013,may,alameda county,18,0,7.0%,106,10,7.0%
2013,may,alameda county,52,1,7.0%,335,46,7.0%
2013,may,alameda county,432,56,7.0%,102,6,7.0%
2013,may,alameda county,19,0,7.0%,147,21,7.0%
2013,may,alameda county,10,0,7.0%,10,0,7.0%
2013,may,alameda county,59,7,7.0%,173,18,7.0%
2013,may,alameda county,124,8,7.0%,131,18,7.0%
2013,may,alameda county,323,33,7.0%,258,43,7.0%
2013,may,alameda county,435,51,7.0%,2,0,7.0%
2013,may,alameda county,178,23,7.0%,18,0,7.0%
2013,may,alameda county,85,13,7.0%,52,1,7.0%
2013,may,alameda county,2035,763,7.0%,432,56,7.0%
2013,may,alameda county,19,2,7.0%,19,0,7.0%
